,article_name,country,rev_id,article_quality,population
4580,V. T. Nanayakkara,Sri Lanka,802276730,Stub,20868800
4581,Jayalath Jayawardena,Sri Lanka,802413421,Stub,20868800
4582,Joseph Michael Perera,Sri Lanka,802433224,Stub,20868800
4583,Hector Kobbekaduwa,Sri Lanka,802472223,Stub,20868800
4584,Thalatha Atukorale,Sri Lanka,802728606,Start,20868800
4585,Sudarshani Fernandopulle,Sri Lanka,803249143,Stub,20868800
4586,Maheepala Herath,Sri Lanka,803283816,Stub,20868800
4587,Gethsie Shanmugam,Sri Lanka,803391797,Start,20868800
4588,Peri Sundaram,Sri Lanka,803464104,Start,20868800
4589,S. A. Wickramasinghe,Sri Lanka,803464160,Start,20868800
4590,George E. de Silva,Sri Lanka,803464985,Start,20868800
4591,Tuan Burhanudeen Jayah,Sri Lanka,803466232,C,20868800
4592,T. G. Jayewardene,Sri Lanka,803466392,Start,20868800
4593,S. W. R. D. Bandaranaike,Sri Lanka,803469075,C,20868800
4594,Palitha Range Bandara,Sri Lanka,803538786,Start,20868800
4595,Akila Viraj Kariyawasam,Sri Lanka,803597719,Start,20868800
4596,Alfred Duraiappah,Sri Lanka,803642957,C,20868800
4597,Joseph Pararajasingham,Sri Lanka,803671671,GA,20868800
4598,S. D. Bandaranayake,Sri Lanka,803728999,Start,20868800
4599,Naysum Saravanamuttu,Sri Lanka,804197081,Stub,20868800
4600,A. Ekanayake Gunasinha,Sri Lanka,804197082,C,20868800
4601,Kiddinan Sivanesan,Sri Lanka,804199045,Start,20868800
4602,Ahamed Nazeer Zainulabdeen,Sri Lanka,804321966,Stub,20868800
4603,Abdul Aziz (politician),Sri Lanka,804325662,Start,20868800
4604,V. P. Ganesan,Sri Lanka,804329032,Start,20868800
4605,Akmeemana Dayarathana Thero,Sri Lanka,804459504,Stub,20868800
4606,A. R. M. Abdul Cader,Sri Lanka,804489770,Stub,20868800
4607,G. Yogasangari,Sri Lanka,804492151,Stub,20868800
4608,H. R. U. Premachandra,Sri Lanka,804622119,Start,20868800
4609,Gamini Atukorale,Sri Lanka,804695109,Start,20868800
4610,Gamini Jayawickrama Perera,Sri Lanka,804695180,Stub,20868800
4611,K. Rajalingam,Sri Lanka,805095482,Stub,20868800
4612,Vadivel Suresh,Sri Lanka,805221205,Stub,20868800
4613,Gerard Wijeyekoon,Sri Lanka,805348619,Stub,20868800
4614,List of political families in Sri Lanka,Sri Lanka,805385211,C,20868800
4615,A. H. M. Azwer,Sri Lanka,805479225,Stub,20868800
4616,Rishad Bathiudeen,Sri Lanka,805481937,Start,20868800
4617,Mohamed Mussammil,Sri Lanka,805572090,Stub,20868800
4618,S. A. Silva,Sri Lanka,805681001,Stub,20868800
4619,Cyril Mathew,Sri Lanka,805719075,Start,20868800
4620,Henry Kotalawala,Sri Lanka,805887437,Stub,20868800
4621,Ramesh Pathirana,Sri Lanka,805932336,Stub,20868800
4622,Daya Gamage,Sri Lanka,805948450,Start,20868800
4623,Mahanama Samaraweera,Sri Lanka,806137551,Start,20868800
4624,H. B. Rambukwella,Sri Lanka,806174410,Stub,20868800
4625,Chathura Senarathne,Sri Lanka,806373877,Start,20868800
4626,E. W. Mathew,Sri Lanka,806513415,Start,20868800
4627,S. M. Subbaiah,Sri Lanka,806633257,Stub,20868800
4628,Wasantha Senanayake,Sri Lanka,806812003,C,20868800
4629,Vijaya Kumaratunga,Sri Lanka,806866942,C,20868800
4630,Jayaweera Kuruppu,Sri Lanka,806980973,Start,20868800
4631,Jeewan Kumaranatunga,Sri Lanka,806996449,Start,20868800
4632,K. D. Sugathadasa,Sri Lanka,807079258,Start,20868800
4633,Anura Kumara Dissanayaka,Sri Lanka,807141364,Start,20868800
4634,P. P. Jayawardena,Sri Lanka,807163516,Stub,20868800
4635,R. A. de Mel,Sri Lanka,807168096,Start,20868800
4636,T. F. Jayawardena,Sri Lanka,807168227,Start,20868800
4637,D. D. Karunaratne,Sri Lanka,807268271,Stub,20868800
4638,H. R. Mithrapala,Sri Lanka,807304132,Stub,20868800
4639,James Aubrey Martensz,Sri Lanka,807422925,Start,20868800
4640,Template:Laos-politician-stub,Laos,394581284,Stub,6903049
4641,Template:Laos-diplomat-stub,Laos,594545324,Stub,6903049
4642,Phanduangchit Vongsa,Laos,715674695,Stub,6903049
4643,Somsavat Lengsavad,Laos,716413934,Stub,6903049
4644,Soubanh Srithirath,Laos,718763470,Stub,6903049
4645,Onchanh Thammavong,Laos,718763567,Stub,6903049
4646,Ponemek Daraloy,Laos,718763646,Stub,6903049
4647,Nam Viyaket,Laos,727817644,Stub,6903049
4648,Sisouk na Champassak,Laos,730016811,Stub,6903049
4649,Cheng Sayavong,Laos,730061104,Stub,6903049
4650,Samane Viyaket,Laos,735167828,Stub,6903049
4651,Zong Zoua Her,Laos,738376362,Stub,6903049
4652,Touby Lyfoung,Laos,738444345,Start,6903049
4653,Nang Keo Phimpha,Laos,745732099,GA,6903049
4654,Phaya Khammao,Laos,748128805,Stub,6903049
4655,Pa Kao Her,Laos,750904486,Stub,6903049
4656,Mounkeo Oraboun,Laos,751510920,Stub,6903049
4657,Thongsouk Saysangkhi,Laos,752965966,Start,6903049
4658,Soutchay Thammasith,Laos,760241265,Stub,6903049
4659,Somdy Douangdy,Laos,761898012,Stub,6903049
4660,Soukanh Mahalath,Laos,770275186,Stub,6903049
4661,Souvannarath,Laos,771137736,Stub,6903049
4662,Phoui Sananikone,Laos,771137808,Start,6903049
4663,Katay Don Sasorith,Laos,771138517,Stub,6903049
4664,Kou Abhay,Laos,771138600,Stub,6903049
4665,Oudom Khattigna,Laos,771139658,Stub,6903049
4666,Vice President of Laos,Laos,771139714,Stub,6903049
4667,Asang Laoly,Laos,782306779,Stub,6903049
4668,Faydang Lobliayao,Laos,784537505,Start,6903049
4669,Pany Yathotou,Laos,784787573,Stub,6903049
4670,Douangchay Phichit,Laos,784966344,Stub,6903049
4671,Thongbanh Sengaphone,Laos,784970665,Stub,6903049
4672,Kaysone Phomvihane,Laos,786556735,C,6903049
4673,Soth Phetrasy,Laos,787368508,Stub,6903049
4674,Phankham Viphavan,Laos,787527317,Stub,6903049
4675,Phoumi Vongvichit,Laos,787528584,Start,6903049
4676,Alounkeo Kittikhoun,Laos,787922475,Start,6903049
4677,Somsanith Vongkotrattana,Laos,788367353,Stub,6903049
4678,Bountiem Phissamay,Laos,792037994,Stub,6903049
4679,President of Laos,Laos,793047851,Start,6903049
4680,Chanhsouk Bounpachit,Laos,793408340,Stub,6903049
4681,Bounnan Bounyaseng,Laos,793408351,Stub,6903049
4682,Bounyong Boupha,Laos,793408368,Stub,6903049
4683,Souvanhpheng Bouphanouvong,Laos,793408387,Stub,6903049
4684,Somchanh Chitvongdouan,Laos,793408401,Stub,6903049
4685,Khamphaeng Chitavong,Laos,793408421,Stub,6903049
4686,Khamphuang Choummaly,Laos,793408432,Stub,6903049
4687,Thongleuan Inpanya,Laos,793408646,Stub,6903049
4688,Siphone Intala,Laos,793408663,Stub,6903049
4689,Bounphak Inthapanya,Laos,793408677,Stub,6903049
4690,Khamlek Keosomphanh,Laos,793408697,Stub,6903049
4691,Kikeo Khaykhamphithoun,Laos,793408713,Stub,6903049
4692,Saysmone Khomthavong,Laos,793408722,Stub,6903049
4693,Vassady Khotyotha,Laos,793408738,Stub,6903049
4694,Somoak Kingsada,Laos,793408754,Stub,6903049
4695,Phaeng Lylavong,Laos,793408844,Stub,6903049
4696,Latsamy Mingboupha,Laos,793408869,Stub,6903049
4697,Somvandy Nathavongsa,Laos,793408894,Stub,6903049
4698,Thatsadaphone Nosing,Laos,793408912,Stub,6903049
4699,Mek Phanlak,Laos,793408989,Stub,6903049
4700,Vonekham Phethavong,Laos,793409013,Stub,6903049
4701,Onchanh Phetsalath,Laos,793409023,Stub,6903049
4702,Khamphat Pheubobouda,Laos,793409031,Stub,6903049
4703,Vongchanh Phommavan,Laos,793409051,Stub,6903049
4704,Singkham Phommalath,Laos,793409065,Stub,6903049
4705,Khamkeut Phommavongsy,Laos,793409087,Stub,6903049
4706,Ounheuan Phothilath,Laos,793409104,Stub,6903049
4707,Khamchanh Sakountava,Laos,793409197,Stub,6903049
4708,Khamdy Singkhmphat,Laos,793409214,Stub,6903049
4709,Yanyong Sipaseut,Laos,793409229,Stub,6903049
4710,Bounpone Sisioulath,Laos,793409241,Stub,6903049
4711,Thongvankham Sithilath,Laos,793409271,Stub,6903049
4712,Duangsavath Souphanouvoung,Laos,793409304,Stub,6903049
4713,Bouasone Thammaly,Laos,793409372,Stub,6903049
4714,Somvang Thammasit,Laos,793409382,Stub,6903049
4715,Ousavanh Thiengthetvonga,Laos,793409421,Stub,6903049
4716,Mysone Thongsaysy,Laos,793409431,Stub,6903049
4717,Tongyeutho,Laos,793409462,Stub,6903049
4718,Latsanivong Ummarathithada,Laos,793409841,Stub,6903049
4719,Vixaykone Vannachomchanh,Laos,793409847,Stub,6903049
4720,Vanpheng Keonakhone,Laos,793409878,Stub,6903049
4721,Bosaykham Vongdala,Laos,793409922,Stub,6903049
4722,Ounkeo Vouthilath,Laos,793409998,Stub,6903049
4723,Somphien Xayadeth,Laos,793410018,Stub,6903049
4724,Bangon Xayalath,Laos,793410060,Stub,6903049
4725,Singtan Xayluexong,Laos,793410070,Stub,6903049
4726,Ame Xongyieleng,Laos,793410090,Stub,6903049
4727,Phoumi Nosavan,Laos,793455259,FA,6903049
4728,Chaleun Yapaoheu,Laos,793556884,Stub,6903049
4729,Chanhsy Vannavongxay,Laos,793606654,Stub,6903049
4730,Chanhthuem Latmany,Laos,793606724,Stub,6903049
4731,Cheuang Sombounkhanh,Laos,793882440,Stub,6903049
4732,Saleumxay Kommasith,Laos,796081103,Start,6903049
4733,Sounthone Pathammavong,Laos,796521226,Stub,6903049
4734,Choummaly Sayasone,Laos,799769621,Start,6903049
4735,Thongsing Thammavong,Laos,799770060,Stub,6903049
4736,Kham Ouane Boupha,Laos,800662546,C,6903049
4737,Sisavath Keobounphanh,Laos,800710117,Stub,6903049
4738,Kou Voravong,Laos,800844643,FA,6903049
4739,Bouasone Bouphavanh,Laos,801355934,Start,6903049
4740,Thongloun Sisoulith,Laos,801804110,Start,6903049
4741,Soulivong Daravong,Laos,801887931,Stub,6903049
4742,Nouhak Phoumsavanh,Laos,805153924,C,6903049
4743,Keosaychay Sayasone,Laos,805473540,Stub,6903049
4744,Khamtai Siphandon,Laos,805875592,Start,6903049
4745,Salath Rasasack,Laos,806758203,Start,6903049
4746,Souphanouvong,Laos,806825575,Start,6903049
4747,Bounnhang Vorachith,Laos,807167941,Stub,6903049
4748,Quinim Pholsena,Laos,807326253,Start,6903049
4749,Template:Albania-politician-stub,Albania,394581557,Stub,2892000
4750,Template:Albania-mayor-stub,Albania,443634517,Stub,2892000
4751,Template:Albania-diplomat-stub,Albania,540997313,Stub,2892000
4752,Luiza Xhuvani,Albania,644399375,Stub,2892000
4753,Josif Pashko,Albania,692123101,Stub,2892000
4754,Fiqirete Shehu,Albania,699674395,Stub,2892000
4755,Chatin Sarachi,Albania,710180996,B,2892000
4756,Arjan Zaimi,Albania,712006120,Stub,2892000
4757,Bashkim Dedja,Albania,715045524,Stub,2892000
4758,Abdurraman Dibra,Albania,715550103,Stub,2892000
4759,Paskal Milo,Albania,718037112,Stub,2892000
4760,Servet Pëllumbi,Albania,718570312,Stub,2892000
4761,High Council of Regency,Albania,718627283,Stub,2892000
4762,Artur Kuko,Albania,719871255,Stub,2892000
4763,Ali Aliu,Albania,722858228,Start,2892000
4764,Feçor Shehu,Albania,723561468,Start,2892000
4765,Alfred Peza,Albania,724379743,Stub,2892000
4766,Ylli Asllani,Albania,724621036,Stub,2892000
4767,Hysen Osmanaj,Albania,736756585,Stub,2892000
4768,List of Albanian politicians,Albania,738972939,Stub,2892000
4769,Xhezair Zaganjori,Albania,739159083,Start,2892000
4770,Ferdinand Poni,Albania,741807048,Stub,2892000
4771,Nexhat Agolli,Albania,742544909,Stub,2892000
4772,Behar Shtylla,Albania,744274019,Stub,2892000
4773,Refo Çapari,Albania,745786836,Stub,2892000
4774,Sotir Kolea,Albania,745805099,Start,2892000
4775,Niazi Demi,Albania,746687347,Stub,2892000
4776,Nafiz Bezhani,Albania,747064542,Stub,2892000
4777,Ali Alizoti,Albania,747407704,Stub,2892000
4778,Javer Hurshiti,Albania,747538155,Start,2892000
4779,Mehmed Kalakula,Albania,747588457,Stub,2892000
4780,Mehmet Tahsini,Albania,747588488,Stub,2892000
4781,Pertef Pogoni,Albania,747612892,Stub,2892000
4782,Sabit Lulo,Albania,747637065,Stub,2892000
4783,Sokrat Dodbiba,Albania,747887240,Start,2892000
4784,Ismail Lleshi,Albania,748847385,Stub,2892000
4785,Olsi Baze,Albania,749473060,Stub,2892000
4786,Sulejman Vokshi,Albania,749828657,Start,2892000
4787,Ahmet Koronica,Albania,749829018,Start,2892000
4788,Avni Klinaku,Albania,750544980,Stub,2892000
4789,Kolë Tromara,Albania,750637295,C,2892000
4790,Thoma Deliana,Albania,750648438,Start,2892000
4791,Sali Nivica,Albania,751070415,C,2892000
4792,Gëzim Boçari,Albania,751432945,Stub,2892000
4793,Bajram Kelmendi,Albania,752913381,Start,2892000
4794,Njazi Kosovrasti,Albania,755145396,Stub,2892000
4795,Teodor Heba,Albania,755220895,Stub,2892000
4796,Adrian Kollozi,Albania,756676145,Stub,2892000
4797,Ardian Turku,Albania,756676189,Stub,2892000
4798,Aurel Bylykbashi,Albania,756676226,Stub,2892000
4799,Bedri Hoxha,Albania,756676244,Stub,2892000
4800,Besnik Dushaj,Albania,756676271,Stub,2892000
4801,Dashnor Sula,Albania,756676294,Stub,2892000
4802,Edi Paloka,Albania,756676301,Stub,2892000
4803,Edmond Spaho,Albania,756676308,Stub,2892000
4804,Ferdinand Xhaferraj,Albania,756676344,Stub,2892000
4805,Ilir Gjoni,Albania,756676440,Start,2892000
4806,Kosta Barka,Albania,756676475,Stub,2892000
4807,Kreshnik Çipi,Albania,756676478,Stub,2892000
4808,Mehmet Xheka,Albania,756676543,Stub,2892000
4809,Namik Dokle,Albania,756676568,Stub,2892000
4810,Ndriçim Babasi,Albania,756676581,Stub,2892000
4811,Ndue Paluca,Albania,756676595,Stub,2892000
4812,Osman Metalla,Albania,756676597,Stub,2892000
4813,Paulin Sterkaj,Albania,756676607,Stub,2892000
4814,Ramiz Çobaj,Albania,756676653,Stub,2892000
4815,Rajmond Hoxha,Albania,756676669,Stub,2892000
4816,Selami Xhepa,Albania,756676688,Stub,2892000
4817,Sherefedin Shehu,Albania,756676691,Stub,2892000
4818,Sokol Olldashi,Albania,756676704,Stub,2892000
4819,Spiro Ksera,Albania,756676720,Stub,2892000
4820,Sybi Hida,Albania,756676726,Stub,2892000
4821,Tritan Shehu,Albania,756676740,Stub,2892000
4822,Vangjel Dule,Albania,756676745,Stub,2892000
4823,Vangjel Tavo,Albania,756676752,Stub,2892000
4824,Vasillaq Ngresi,Albania,756676759,Stub,2892000
4825,Viktor Gumi,Albania,756676762,Stub,2892000
4826,Ylli Lama,Albania,756676764,Stub,2892000
4827,Mustafa Bëssj Ndroqi,Albania,756880750,Stub,2892000
4828,Fatbardh Kadilli,Albania,757341340,Stub,2892000
4829,Fatos Beja,Albania,757354231,Stub,2892000
4830,Fatos Hoxha,Albania,757354413,Stub,2892000
4831,Abdullah Pashe Taushani,Albania,757544660,Stub,2892000
4832,Florjon Mima,Albania,757856073,Stub,2892000
4833,Teodor Laço,Albania,758633802,Start,2892000
4834,Gjergji Papa,Albania,759665466,Stub,2892000
4835,Gjok Uldedaj,Albania,759665935,Stub,2892000
4836,Pirro Kondi,Albania,761708375,Start,2892000
4837,Spiridon Kacarosi,Albania,761911357,Stub,2892000
4838,Fuat Dibra,Albania,762110105,Start,2892000
4839,Kastriot Islami,Albania,762839278,Start,2892000
4840,Fadil Paçrami,Albania,763038683,Stub,2892000
4841,Isuf Vrioni,Albania,763731518,Start,2892000
4842,Alfred Karamuço,Albania,764504709,Stub,2892000
4843,Sokol Gjoka,Albania,764651177,Stub,2892000
4844,Maksim Cikuli,Albania,764898690,Stub,2892000
4845,Bujar Dida,Albania,765106664,Start,2892000
4846,Sabri Godo,Albania,765323312,C,2892000
4847,Shaqir Vukaj,Albania,766126315,Stub,2892000
4848,Mark Marku,Albania,766126905,Start,2892000
4849,Myslim Peza,Albania,766524458,Stub,2892000
4850,Gazmend Oketa,Albania,767275757,Stub,2892000
4851,Haxhi Lleshi,Albania,769689871,Start,2892000
4852,Maliq Bushati,Albania,770031114,Stub,2892000
4853,Eqrem Libohova,Albania,770031699,Start,2892000
4854,Bashkim Fino,Albania,770033843,Stub,2892000
4855,Ilir Beqaj,Albania,770035856,Start,2892000
4856,Kreshnik Spahiu,Albania,771170645,Stub,2892000
4857,Safet Zhulali,Albania,773016530,Start,2892000
4858,Hysni Milloshi,Albania,774277095,Start,2892000
4859,Beqir Balluku,Albania,774502969,C,2892000
4860,Ilir Bano,Albania,774573300,Stub,2892000
4861,Ilir Rusmali,Albania,774573397,Stub,2892000
4862,Ismail Hoxha,Albania,775523322,Stub,2892000
4863,Ali Këlcyra,Albania,775992309,Start,2892000
4864,Jemin Gjana,Albania,776452586,Stub,2892000
4865,Teodor Keko,Albania,776842295,C,2892000
4866,Hajdar Muneka,Albania,776997584,Stub,2892000
4867,Gjergj Bojaxhi,Albania,777492192,Stub,2892000
4868,Ylli Bufi,Albania,777492238,Stub,2892000
4869,Ali Ahmeti,Albania,778418380,Start,2892000
4870,Tom Doshi,Albania,778811297,Start,2892000
4871,Lajla Pernaska,Albania,779725350,Stub,2892000
4872,Lefter Maliqi,Albania,780161582,Stub,2892000
4873,Leonard Demi,Albania,780289941,Stub,2892000
4874,Klement Zguri,Albania,781947581,Stub,2892000
4875,Sali Kelmendi,Albania,781968923,Stub,2892000
4876,Llambi Gegprifti,Albania,782089225,Start,2892000
4877,Dritëro Agolli,Albania,782099774,C,2892000
4878,Ylli Vesel Shehu,Albania,782329312,Stub,2892000
4879,Menduh Thaçi,Albania,782427369,Stub,2892000
4880,Luçiano Boçi,Albania,782619134,Stub,2892000
4881,Nasip Naço,Albania,783767908,Start,2892000
4882,Genc Ruli,Albania,783768403,Stub,2892000
4883,Eduard Halimi,Albania,783769001,Start,2892000
4884,Enkelejd Alibeaj,Albania,783769131,Stub,2892000
4885,Igli Cara,Albania,783776796,Stub,2892000
4886,Parid Cara,Albania,783776831,Stub,2892000
4887,Luan Skuqi,Albania,783811255,Stub,2892000
4888,Ymer Dishnica,Albania,784148872,Start,2892000
4889,Met Bozi,Albania,784558743,Stub,2892000
4890,Rasih Dino,Albania,784902264,Start,2892000
4891,Mihal Prifti,Albania,785021038,Stub,2892000
4892,Fatmir Mediu,Albania,785365028,Stub,2892000
4893,Niko Peleshi,Albania,785966439,Start,2892000
4894,Rrahim Çota,Albania,786027545,Stub,2892000
4895,Paulina Hoti,Albania,786199183,Stub,2892000
4896,Pavlina Hoti,Albania,786199314,Stub,2892000
4897,Ferhat Bey Draga,Albania,786220507,Start,2892000
4898,Kristo Kirka,Albania,786628383,C,2892000
4899,Neritan Ceka,Albania,786728572,Start,2892000
4900,Kristo Floqi,Albania,786975664,C,2892000
4901,Kryeziu Brothers,Albania,786981321,Start,2892000
4902,Glauk Konjufca,Albania,787000827,Stub,2892000
4903,Dëshira Subashi,Albania,787078197,Stub,2892000
4904,Endrit Braimllari,Albania,787439788,Start,2892000
4905,Adrian Neritani,Albania,787920862,Start,2892000
4906,Salih Gjuka,Albania,788180126,Stub,2892000
4907,Mehmet Pashë Dërralla,Albania,788180188,C,2892000
4908,Ajdin Draga,Albania,788180240,Stub,2892000
4909,Iliaz Vrioni,Albania,788180335,Start,2892000
4910,Jakup Veseli,Albania,788180488,Stub,2892000
4911,Azis Tahir Ajdonati,Albania,788180507,Stub,2892000
4912,Avni bej Delvina,Albania,788180585,Stub,2892000
4913,Dervish Biçaku,Albania,788180869,Stub,2892000
4914,Jani Papadhopulli,Albania,788181008,Stub,2892000
4915,Ismail Qemali Gramshi,Albania,788181154,Stub,2892000
4916,Thanas Floqi,Albania,788181217,Start,2892000
4917,Nebi Sefa,Albania,788181486,Stub,2892000
4918,Kurt Agë Kadiu,Albania,788181540,Stub,2892000
4919,Mahmud Efendi Kaziu,Albania,788182293,Stub,2892000
4920,Feim Mezhgorani,Albania,788182495,Stub,2892000
4921,Murat Toptani,Albania,788182525,Start,2892000
4922,Zihni Abaz Kanina,Albania,788182587,Stub,2892000
4923,Zyhdi Vlora,Albania,788182594,Stub,2892000
4924,Qazim Kokoshi,Albania,788182602,Stub,2892000
4925,Jani Minga,Albania,788182620,Start,2892000
4926,Dhimitër Beratti,Albania,788182881,Start,2892000
4927,Dhimitër Ilo,Albania,788182918,Stub,2892000
4928,Shefqet Daiu,Albania,788231444,Stub,2892000
4929,Mimoza Hafizi,Albania,788250379,Stub,2892000
4930,Simon Stefani,Albania,788272423,Stub,2892000
4931,Bamir Topi,Albania,788425897,C,2892000
4932,Aleksandër Meksi,Albania,788427441,Start,2892000
4933,Rajmonda Bulku,Albania,788611790,Stub,2892000
4934,Misto Treska,Albania,788819297,C,2892000
4935,Vehbi Dibra,Albania,788889966,Start,2892000
4936,Veli Harxhi,Albania,788890514,Stub,2892000
4937,Sejfi Vllamasi,Albania,788910415,Start,2892000
4938,Xhelal Pasha Zogolli,Albania,789017952,Stub,2892000
4939,Muho Asllani,Albania,789269944,Start,2892000
4940,Jahja Ballhysa,Albania,789269948,Start,2892000
4941,Ali Begeja,Albania,789269963,Start,2892000
4942,Teofik Bekteshi,Albania,789269966,Stub,2892000
4943,Fuad Bicaku,Albania,789269967,Stub,2892000
4944,Hasan Bicaku,Albania,789269970,Stub,2892000
4945,Albert Brojka,Albania,789269975,Stub,2892000
4946,Xhemal Bushati,Albania,789269991,Start,2892000
4947,Hito Çako,Albania,789270004,Start,2892000
4948,Irfan Ceklkupa,Albania,789270019,Stub,2892000
4949,Vangjel Çërrava,Albania,789270025,Start,2892000
4950,Rifat Dedja,Albania,789270044,Stub,2892000
4951,Sulejman Delvina,Albania,789270051,Start,2892000
4952,Ali Derhemi,Albania,789270058,Stub,2892000
4953,Izet Dibra,Albania,789270072,Start,2892000
4954,Lublin Dilja,Albania,789270074,Stub,2892000
4955,Petro Dode,Albania,789270087,Start,2892000
4956,Hasan Dosti,Albania,789270092,C,2892000
4957,Petrit Dume,Albania,789270096,Start,2892000
4958,Abdyl Dylaveri,Albania,789270101,Stub,2892000
4959,Pandeli Evangjeli,Albania,789270104,Start,2892000
4960,Qamil Musa Haxhi Feza,Albania,789270106,Stub,2892000
4961,Omer Fortuzi,Albania,789270118,Stub,2892000
4962,Myqerem Fuga,Albania,789270130,Stub,2892000
4963,Sami Gjebero,Albania,789270132,Stub,2892000
4964,Damian Gjiknuri,Albania,789270134,Start,2892000
4965,Skënder Gjinushi,Albania,789270140,Stub,2892000
4966,Lefter Goga,Albania,789270148,Stub,2892000
4967,Petro Goga,Albania,789270151,Stub,2892000
4968,Zyber Hallulli,Albania,789270153,Stub,2892000
4969,Edmond Haxhinasto,Albania,789270155,Start,2892000
4970,Kadri Hazbiu,Albania,789270161,C,2892000
4971,Hysen Hostopalli,Albania,789270166,Stub,2892000
4972,Behexhed Hydi,Albania,789270171,Stub,2892000
4973,Nesip Ibrahimi,Albania,789270176,Stub,2892000
4974,Shpëtim Idrizi,Albania,789270179,Stub,2892000
4975,Hekuran Isai,Albania,789270185,Start,2892000
4976,Peço Kagjini,Albania,789270195,Stub,2892000
4977,Rasim Kalakula,Albania,789270198,Stub,2892000
4978,Qemal Karosmani,Albania,789270207,Stub,2892000
4979,Isuf Keçi,Albania,789270209,Stub,2892000
4980,Abdyl Këllezi,Albania,789270214,Start,2892000
4981,Xhemal Kondi,Albania,789270388,Stub,2892000
4982,Servet Libohova,Albania,789270419,Stub,2892000
4983,Tomor Malasi,Albania,789270430,Stub,2892000
4984,Ali Manaj,Albania,789270434,Stub,2892000
4985,Ndue Marashi,Albania,789270437,Stub,2892000
4986,Shkelqim Meta,Albania,789270444,Stub,2892000
4987,Jashar Mezenxhiu,Albania,789270447,Stub,2892000
4988,Qirjako Mihali,Albania,789270450,Start,2892000
4989,Pali Miska,Albania,789270455,Start,2892000
4990,Tahir Muhedini,Albania,789270463,Stub,2892000
4991,Manush Myftiu,Albania,789270480,Start,2892000
4992,Xhemal Naipi,Albania,789270481,Stub,2892000
4993,Nard Ndoka,Albania,789270489,Stub,2892000
4994,Sotir Peçi,Albania,789270517,Start,2892000
4995,Pilo Peristeri,Albania,789270521,Start,2892000
4996,Sabri Pilkati,Albania,789270525,Stub,2892000
4997,Iljaz Reka,Albania,789270538,Stub,2892000
4998,Alush Saraçi,Albania,789270551,Stub,2892000
4999,Ymer Saraçi,Albania,789270555,Stub,2892000
5000,Kasem Sejdini,Albania,789270559,Stub,2892000
5001,Qazim Sejdini,Albania,789270563,Stub,2892000
5002,Ibrahim Sina,Albania,789270565,Stub,2892000
5003,Eqerem Spahia,Albania,789270569,Stub,2892000
5004,Edmond Temelko,Albania,789270575,Stub,2892000
5005,Koço Theodhosi,Albania,789270579,C,2892000
5006,Fuat Toptani,Albania,789270600,Stub,2892000
5007,Llazar Treska,Albania,789270606,Stub,2892000
5008,Ferit Vokopola,Albania,789270614,Stub,2892000
5009,Rustem Ymeri,Albania,789270633,Stub,2892000
5010,Vilson Ahmeti,Albania,789270634,Stub,2892000
5011,Leandro Zoto,Albania,789270644,Stub,2892000
5012,Mustafa Baruti,Albania,789270765,Stub,2892000
5013,Abaz Çelkupa,Albania,789270773,Stub,2892000
5014,Xhelal Deliallisi,Albania,789270775,Stub,2892000
5015,Ibrahim Efendiu,Albania,789270781,Stub,2892000
5016,Veli Gërra,Albania,789270784,Stub,2892000
5017,Azis Efendi Gjirokastra,Albania,789270787,Stub,2892000
5018,Mustafa Hanxhiu,Albania,789270791,Stub,2892000
5019,Sherif Lengu,Albania,789270805,Stub,2892000
5020,Kristo Meksi,Albania,789270814,Start,2892000
5021,Qemal Mullai,Albania,789270816,Stub,2892000
5022,Myrteza Ali Struga,Albania,789270819,Stub,2892000
5023,Hamdi Ohri,Albania,789270821,Stub,2892000
5024,Riza Zogolli,Albania,789270835,Stub,2892000
5025,Prokop Murra,Albania,789272024,C,2892000
5026,Anton Harapi,Albania,789451460,C,2892000
5027,Nikollë Lesi,Albania,789514693,Stub,2892000
5028,Arben Malaj,Albania,789610969,C,2892000
5029,Arben Imami,Albania,789669686,Start,2892000
5030,Jorida Tabaku,Albania,789817187,C,2892000
5031,Vito Kapo,Albania,789818165,Stub,2892000
5032,Ledina Aliolli,Albania,789818753,Stub,2892000
5033,Adriana Gjonaj,Albania,789818937,Stub,2892000
5034,Ermelinda Meksi,Albania,789948931,Start,2892000
5035,Astrit Bushati,Albania,790016758,Start,2892000
5036,Safet Butka,Albania,790105068,C,2892000
5037,Mihal Zallari,Albania,790107288,Start,2892000
5038,Tefik Mborja,Albania,790208674,Start,2892000
5039,Bardhok Biba,Albania,790216379,C,2892000
5040,Avenir Peka,Albania,790232486,Stub,2892000
5041,Ndre Mjeda,Albania,790240137,Start,2892000
5042,Arenca Trashani,Albania,790378063,Stub,2892000
5043,Prenk Bib Doda,Albania,790719984,C,2892000
5044,Luigj Bumçi,Albania,790720159,Start,2892000
5045,Mehmet Konica,Albania,790720433,Start,2892000
5046,Mehdi Frashëri,Albania,790720559,C,2892000
5047,Petro Poga,Albania,790720862,Start,2892000
5048,Hajredin Cakrani,Albania,790720998,Stub,2892000
5049,Xhelal Koprencka,Albania,790721040,Stub,2892000
5050,Lef Nosi,Albania,790721190,C,2892000
5051,Ahmet Dakli,Albania,790721207,Stub,2892000
